item_id,name,price,quantity,datetime
8994,Sacramento wine,2989,3,2020-07-01 00:00:50.693833
9537,pocket wish,49900,3,2020-07-01 00:11:58.265123
346,scrumptious reagent,800,5,2020-07-01 00:12:00.973298
7004,Flaskfull of Hollow,500,3,2020-07-01 00:12:01.900794
7006,handful of Smithereens,3800,3,2020-07-01 00:12:02.812959
8686,perfect ice cube,3100,1,2020-07-01 00:12:07.554444
3511,scratch 'n' sniff UPC sticker,1000,1,2020-07-01 00:12:12.625969
333,lime,1700,10,2020-07-01 00:33:00.906768
8763,BACON,200,100,2020-07-01 00:33:04.329530
304,dry noodles,198,650,2020-07-01 00:34:34.974635
346,scrumptious reagent,600,1,2020-07-01 00:52:51.138691
8740,perfect mimosa,3200,1,2020-07-01 09:04:37.738128
595,scroll of drastic healing,875,132,2020-07-01 09:04:42.458321
8994,Sacramento wine,3500,100,2020-07-01 09:04:57.256682
304,dry noodles,189,5,2020-07-01 09:04:58.706368
9537,pocket wish,49900,3,2020-07-01 09:04:59.546211
346,scrumptious reagent,750,3,2020-07-01 09:05:02.048783
8066,powdered gold,8200,5,2020-07-01 09:05:07.190396
8686,perfect ice cube,3100,319,2020-07-01 09:05:07.698765
3511,scratch 'n' sniff UPC sticker,999,2,2020-07-01 09:05:12.144664
595,scroll of drastic healing,900,2,2020-07-01 09:06:20.178409
304,dry noodles,189,5,2020-07-01 09:06:36.024918
9537,pocket wish,49900,3,2020-07-01 09:06:36.832727
346,scrumptious reagent,865,5,2020-07-01 09:06:39.204095
9537,pocket wish,49900,3,2020-07-01 09:07:23.086009
346,scrumptious reagent,865,5,2020-07-01 09:07:25.427383
8763,BACON,169,1,2020-07-01 09:07:27.115605
9537,pocket wish,49900,3,2020-07-01 09:08:06.489569
346,scrumptious reagent,875,5,2020-07-01 09:08:08.842212
9537,pocket wish,49900,3,2020-07-01 09:08:50.216460
346,scrumptious reagent,875,3,2020-07-01 09:08:52.517111
9537,pocket wish,46000,3,2020-07-01 09:09:33.269693
9537,pocket wish,49900,3,2020-07-01 09:10:16.605045
9537,pocket wish,49900,3,2020-07-01 09:13:58.911410
9537,pocket wish,49900,3,2020-07-01 09:15:36.454155
621,Warm Subject gift certificate,425,1,2020-07-01 09:20:18.223302
595,scroll of drastic healing,725,7,2020-07-01 09:21:00.419238
8763,BACON,200,100,2020-07-01 09:23:35.111110
9537,pocket wish,49900,3,2020-07-01 09:31:32.636039
9537,pocket wish,49900,3,2020-07-01 09:32:17.784504
8763,BACON,225,713,2020-07-01 09:45:41.419316
4470,BRICKO eye brick,1500,3,2020-07-01 09:46:51.092139
304,dry noodles,199,20,2020-07-01 09:47:43.544215
8763,BACON,200,100,2020-07-01 09:47:51.251684
304,dry noodles,199,3,2020-07-01 09:55:45.673928
8763,BACON,200,100,2020-07-01 09:56:47.588111
9537,pocket wish,49900,3,2020-07-01 10:00:21.534410
3511,scratch 'n' sniff UPC sticker,1000,2,2020-07-01 10:01:40.403564
304,dry noodles,199,5,2020-07-01 10:31:38.061376
346,scrumptious reagent,900,8,2020-07-01 10:31:41.053709
304,dry noodles,199,10,2020-07-01 10:35:46.623985
346,scrumptious reagent,900,10,2020-07-01 10:35:51.658669
9537,pocket wish,49900,6,2020-07-01 10:53:59.063641
2979,fish-liver oil,350,4,2020-07-01 11:05:27.046740
304,dry noodles,199,5,2020-07-01 11:47:51.266550
346,scrumptious reagent,900,5,2020-07-01 11:47:54.398887
304,dry noodles,199,5,2020-07-01 11:49:39.294048
346,scrumptious reagent,900,5,2020-07-01 11:49:42.020647
10259,grain of sand,100,33,2020-07-01 12:51:37.132866
9537,pocket wish,49900,3,2020-07-01 12:51:56.877871
4463,chocolate turtle totem,4100,2,2020-07-01 12:52:02.411919
8763,BACON,120,1,2020-07-01 12:53:45.059430
8763,BACON,200,10,2020-07-01 13:38:37.156119
595,scroll of drastic healing,749,39,2020-07-01 13:38:39.455265
304,dry noodles,199,3,2020-07-01 13:38:59.711899
346,scrumptious reagent,900,3,2020-07-01 13:39:05.592666
304,dry noodles,100,5,2020-07-01 13:40:50.744051
346,scrumptious reagent,700,5,2020-07-01 13:40:53.366230
9537,pocket wish,49901,3,2020-07-01 13:50:30.811702
10259,grain of sand,100,28,2020-07-01 14:04:13.782087
346,scrumptious reagent,895,6,2020-07-01 14:21:47.943942
9537,pocket wish,49500,3,2020-07-01 14:33:14.957699
593,phonics down,250,19,2020-07-01 15:17:01.059005
346,scrumptious reagent,898,123,2020-07-01 15:17:20.705364
346,scrumptious reagent,899,117,2020-07-01 15:18:52.625924
346,scrumptious reagent,899,158,2020-07-01 15:25:55.776151
333,lime,120,2,2020-07-01 15:32:43.618396
304,dry noodles,199,3,2020-07-01 16:09:28.434989
346,scrumptious reagent,749,8,2020-07-01 16:09:38.238556
346,scrumptious reagent,897,103,2020-07-01 16:10:48.894014
8763,BACON,240,111,2020-07-01 16:11:24.310430
8993,jumping horseradish,100,3,2020-07-01 16:18:19.873713
304,dry noodles,199,150,2020-07-01 16:25:48.266452
304,dry noodles,200,12,2020-07-01 16:35:24.338397
9924,Special Seasoning,100,1,2020-07-01 17:12:22.922994
8740,perfect mimosa,120,1,2020-07-01 17:12:47.797447
8686,perfect ice cube,111,1,2020-07-01 17:15:25.934554
9537,pocket wish,49900,24,2020-07-01 17:43:50.182171
304,dry noodles,199,15,2020-07-01 17:49:11.054961
9537,pocket wish,49900,3,2020-07-01 18:45:10.598987
8486,one-day ticket to That 70s Volcano,250000,1,2020-07-01 18:51:07.040215
8763,BACON,225,300,2020-07-01 19:36:42.454656
9537,pocket wish,49900,3,2020-07-01 19:41:16.800389
9537,pocket wish,49900,3,2020-07-01 20:09:39.559784
9537,pocket wish,49900,8,2020-07-01 20:55:30.216415
7370,Psychotic Train wine,1500,1,2020-07-01 21:00:07.608450
8994,Sacramento wine,3000,3,2020-07-01 21:02:16.284520
5379,groose grease,10000,1,2020-07-01 21:06:22.064746
9537,pocket wish,49900,3,2020-07-01 21:07:00.515046
9537,pocket wish,49900,3,2020-07-01 21:10:21.730648
9537,pocket wish,49900,3,2020-07-01 21:13:32.820791
4463,chocolate turtle totem,4100,1,2020-07-01 21:33:12.771157
7065,grim fairy tale,8200,1,2020-07-01 21:33:23.797101
4463,chocolate turtle totem,4100,1,2020-07-01 21:38:34.947099
3440,prismatic wad,9500,3,2020-07-01 21:38:35.761558
3575,sand dollar,200,3,2020-07-01 21:38:40.764063
10259,grain of sand,100,12,2020-07-01 21:38:48.560233
304,dry noodles,200,15,2020-07-01 21:38:56.391866
9537,pocket wish,49900,3,2020-07-01 21:38:58.939994
346,scrumptious reagent,700,5,2020-07-01 21:39:05.908234
7004,Flaskfull of Hollow,500,3,2020-07-01 21:39:06.471896
304,dry noodles,101,3,2020-07-01 22:38:07.484209
8763,BACON,200,300,2020-07-01 23:07:52.738242
4466,chocolate disco ball,5500,15,2020-07-01 23:13:03.857977
9537,pocket wish,49900,3,2020-07-01 23:13:19.441093
4464,chocolate pasta spoon,5500,9,2020-07-01 23:13:43.473015
9537,pocket wish,49900,3,2020-07-01 23:14:11.302942
10259,grain of sand,100,5,2020-07-01 23:36:20.257772
4622,Game Grid ticket,700,1,2020-07-01 23:36:22.797346
595,scroll of drastic healing,750,1,2020-07-01 23:36:35.355524
346,scrumptious reagent,750,3,2020-07-01 23:36:37.634599
8763,BACON,100,1,2020-07-01 23:36:39.574827
3575,sand dollar,200,1,2020-07-01 23:36:44.347350
595,scroll of drastic healing,750,1,2020-07-01 23:37:37.692627
346,scrumptious reagent,875,1,2020-07-01 23:37:39.999380
8763,BACON,169,1,2020-07-01 23:37:41.950789
8763,BACON,200,3,2020-07-01 23:38:14.050457
8763,BACON,200,3,2020-07-01 23:38:42.883341
8763,BACON,222,3,2020-07-01 23:39:12.282860
304,dry noodles,200,15,2020-07-01 23:52:43.918525
9537,pocket wish,49900,8,2020-07-01 23:52:46.594437
346,scrumptious reagent,700,5,2020-07-01 23:52:53.755948
7004,Flaskfull of Hollow,500,3,2020-07-01 23:52:54.302514
7006,handful of Smithereens,3800,3,2020-07-01 23:52:55.188408
3324,Frosty's frosty mug,25000,17,2020-07-01 23:56:55.583920
9537,pocket wish,49900,3,2020-07-02 00:09:01.338223
333,lime,1700,2,2020-07-02 00:24:20.751252
8993,jumping horseradish,101,1,2020-07-02 00:35:16.962008
9537,pocket wish,49900,3,2020-07-02 00:48:13.631481
346,scrumptious reagent,800,16,2020-07-02 00:58:30.544962
4001,agua de vida,10000,50,2020-07-02 04:13:09.041322
7773,transdermal smoke patch,4200,22,2020-07-02 04:13:13.018588
7004,Flaskfull of Hollow,400,72,2020-07-02 04:13:14.580808
7005,lump of Brituminous coal,1850,75,2020-07-02 04:13:15.243398
7006,handful of Smithereens,3500,107,2020-07-02 04:13:15.747510
443,beer lens,107,1,2020-07-02 07:02:33.706222
9537,pocket wish,49000,3,2020-07-02 07:02:34.635008
9537,pocket wish,49900,3,2020-07-02 07:03:37.865649
346,scrumptious reagent,875,5,2020-07-02 07:03:44.798404
9537,pocket wish,49900,3,2020-07-02 07:04:08.361930
9537,pocket wish,49900,3,2020-07-02 07:04:37.879449
9537,pocket wish,49900,3,2020-07-02 07:05:07.906856
9537,pocket wish,49900,3,2020-07-02 07:09:01.865844
9537,pocket wish,49900,3,2020-07-02 07:29:42.515635
9537,pocket wish,49900,3,2020-07-02 07:30:13.064255
9537,pocket wish,49900,3,2020-07-02 07:30:42.386363
9537,pocket wish,49900,3,2020-07-02 07:31:11.473999
8763,BACON,110,1,2020-07-02 07:45:14.468415
304,dry noodles,200,15,2020-07-02 08:30:14.546035
9537,pocket wish,49900,3,2020-07-02 08:30:17.213373
7372,pie man was not meant to eat,1000,1,2020-07-02 08:30:20.298535
346,scrumptious reagent,800,5,2020-07-02 08:30:24.111246
3575,sand dollar,200,6,2020-07-02 08:30:30.793400
9537,pocket wish,49900,3,2020-07-02 08:31:21.711507
9537,pocket wish,49900,3,2020-07-02 08:31:51.078334
9537,pocket wish,49900,3,2020-07-02 08:32:20.277107
9537,pocket wish,49900,3,2020-07-02 08:32:49.156106
9537,pocket wish,49900,3,2020-07-02 08:51:34.961927
9537,pocket wish,49900,3,2020-07-02 08:52:03.364097
9537,pocket wish,49900,3,2020-07-02 08:52:31.922979
9537,pocket wish,49900,3,2020-07-02 08:53:00.158246
8763,BACON,190,100,2020-07-02 09:06:56.731244
9537,pocket wish,46500,1,2020-07-02 09:07:44.817315
8763,BACON,200,100,2020-07-02 09:13:34.126017
9537,pocket wish,49500,3,2020-07-02 11:02:31.727679
346,scrumptious reagent,875,4,2020-07-02 11:02:38.314742
4470,BRICKO eye brick,1500,3,2020-07-02 11:02:44.700102
3324,Frosty's frosty mug,24000,45,2020-07-02 11:02:46.850668
3327,extra-greasy slider,32030,20,2020-07-02 11:02:48.047878
9537,pocket wish,49900,3,2020-07-02 11:03:36.405437
9537,pocket wish,49900,3,2020-07-02 11:04:05.675909
8763,BACON,225,745,2020-07-02 11:04:16.013817
9537,pocket wish,49900,3,2020-07-02 11:04:37.790009
9537,pocket wish,49900,3,2020-07-02 11:05:07.256062
10259,grain of sand,100,35,2020-07-02 12:14:14.920268
9537,pocket wish,49900,3,2020-07-02 12:14:26.740659
7372,pie man was not meant to eat,1299,1,2020-07-02 12:14:30.137458
3327,extra-greasy slider,32030,2,2020-07-02 12:14:45.223529
346,scrumptious reagent,875,5,2020-07-02 12:15:47.225518
7372,pie man was not meant to eat,1298,9,2020-07-02 12:38:46.219119
5379,groose grease,100,1,2020-07-02 12:55:42.134299
346,scrumptious reagent,875,5,2020-07-02 12:56:28.715435
9537,pocket wish,49900,3,2020-07-02 12:56:52.500441
9537,pocket wish,49901,3,2020-07-02 13:04:29.727716
10259,grain of sand,100,97,2020-07-02 13:06:14.671499
9537,pocket wish,49900,3,2020-07-02 13:22:30.816569
8686,perfect ice cube,100,1,2020-07-02 13:35:20.885884
9036,hacked gibson,100,1,2020-07-02 13:37:24.881468
7372,pie man was not meant to eat,1295,2,2020-07-02 13:46:22.807831
9537,pocket wish,49900,3,2020-07-02 13:47:18.036362
1006,cherry,841,55,2020-07-02 13:50:02.235188
10259,grain of sand,100,31,2020-07-02 14:03:57.517406
9537,pocket wish,49500,3,2020-07-02 14:11:48.972419
8763,BACON,149,1,2020-07-02 15:26:08.914062
3327,extra-greasy slider,100,1,2020-07-02 15:53:35.488051
304,dry noodles,200,5,2020-07-02 16:12:47.568171
346,scrumptious reagent,875,5,2020-07-02 16:29:15.471265
593,phonics down,230,1,2020-07-02 17:30:29.704014
3326,voodoo snuff,27900,21,2020-07-02 17:30:41.499348
4463,chocolate turtle totem,4100,1,2020-07-02 17:38:18.278106
8686,perfect ice cube,100,5,2020-07-02 18:02:22.086648
9537,pocket wish,100,8,2020-07-02 18:03:06.875461
3326,voodoo snuff,27850,2,2020-07-02 18:52:51.597524
7004,Flaskfull of Hollow,500,3,2020-07-02 21:03:20.583023
3440,prismatic wad,9500,3,2020-07-02 21:03:25.463188
3575,sand dollar,200,4,2020-07-02 21:03:27.798401
304,dry noodles,200,15,2020-07-02 21:03:43.935596
9537,pocket wish,49900,3,2020-07-02 21:03:46.607015
346,scrumptious reagent,800,5,2020-07-02 21:03:53.244751
2597,leathery bat skin,1200,1,2020-07-02 21:31:42.597528
4470,BRICKO eye brick,1700,6,2020-07-02 21:36:49.825780
2597,leathery bat skin,1195,2,2020-07-02 22:51:36.546188
9537,pocket wish,48000,3,2020-07-02 22:57:13.184217
1959,tattered scrap of paper,6000,100,2020-07-02 23:15:41.310199
8763,BACON,200,100,2020-07-02 23:29:47.028354
10259,grain of sand,100,5,2020-07-02 23:36:19.498200
4622,Game Grid ticket,700,1,2020-07-02 23:36:24.569695
7372,pie man was not meant to eat,1299,1,2020-07-02 23:36:49.918372
595,scroll of drastic healing,750,1,2020-07-02 23:36:53.356876
346,scrumptious reagent,875,1,2020-07-02 23:36:58.422047
8763,BACON,100,1,2020-07-02 23:37:02.746534
3575,sand dollar,200,1,2020-07-02 23:37:13.499904
595,scroll of drastic healing,750,1,2020-07-02 23:39:02.369402
8763,BACON,200,3,2020-07-02 23:39:11.542393
8763,BACON,200,3,2020-07-02 23:40:16.242648
8763,BACON,222,3,2020-07-02 23:41:18.816118
304,dry noodles,200,5,2020-07-02 23:41:56.812263
346,scrumptious reagent,800,5,2020-07-02 23:42:17.493007
7004,Flaskfull of Hollow,500,3,2020-07-02 23:42:18.521992
7006,handful of Smithereens,3800,3,2020-07-02 23:42:20.351538
8763,BACON,110,1,2020-07-02 23:48:35.925265
9537,pocket wish,49900,3,2020-07-03 00:15:11.400970
1959,tattered scrap of paper,7000,373,2020-07-03 08:17:26.900950
9513,Meteorite-Ade,100,3,2020-07-03 08:17:27.852201
346,scrumptious reagent,860,3,2020-07-03 08:17:49.548343
5227,bucket of wine,6500,1,2020-07-03 08:17:56.696541
9537,pocket wish,49900,3,2020-07-03 08:19:37.194381
346,scrumptious reagent,870,5,2020-07-03 08:19:51.251676
9537,pocket wish,49900,3,2020-07-03 08:20:36.846937
346,scrumptious reagent,870,8,2020-07-03 08:20:50.997873
9537,pocket wish,49900,3,2020-07-03 08:21:37.348829
346,scrumptious reagent,870,5,2020-07-03 08:21:51.352764
9537,pocket wish,49900,3,2020-07-03 08:22:37.699223
346,scrumptious reagent,875,5,2020-07-03 08:22:51.826918
9537,pocket wish,49888,21,2020-07-03 08:37:22.229059
2597,leathery bat skin,1200,1,2020-07-03 08:52:20.750083
9537,pocket wish,49900,3,2020-07-03 08:55:18.772242
9537,pocket wish,49900,3,2020-07-03 08:55:47.235362
9537,pocket wish,49900,3,2020-07-03 08:56:15.843245
9537,pocket wish,49900,3,2020-07-03 08:56:47.528662
4470,BRICKO eye brick,1500,3,2020-07-03 09:00:49.924059
9537,pocket wish,49750,3,2020-07-03 09:09:37.163460
9537,pocket wish,46500,1,2020-07-03 09:11:34.411956
9537,pocket wish,49900,3,2020-07-03 09:44:45.778432
9537,pocket wish,49900,3,2020-07-03 09:45:16.159538
9537,pocket wish,49900,18,2020-07-03 09:52:06.160088
9537,pocket wish,49900,13,2020-07-03 10:03:52.251353
8486,one-day ticket to That 70s Volcano,294000,1,2020-07-03 10:06:47.918082
9537,pocket wish,49900,3,2020-07-03 10:15:28.361143
8763,BACON,230,490,2020-07-03 10:33:47.347304
8763,BACON,225,915,2020-07-03 10:35:08.954169
8738,perfect negroni,120,1,2020-07-03 10:37:36.632604
8763,BACON,200,6,2020-07-03 10:45:54.264088
8763,BACON,200,100,2020-07-03 11:15:44.762065
346,scrumptious reagent,860,8,2020-07-03 11:16:23.548306
9537,pocket wish,49900,3,2020-07-03 11:23:53.893606
9537,pocket wish,49900,33,2020-07-03 11:37:27.815930
10259,grain of sand,100,34,2020-07-03 12:12:55.688372
1006,cherry,825,259,2020-07-03 12:45:52.554853
9537,pocket wish,49901,3,2020-07-03 13:01:54.206258
1006,cherry,1599,3,2020-07-03 13:05:47.374240
10259,grain of sand,100,36,2020-07-03 13:19:51.187558
10259,grain of sand,100,28,2020-07-03 13:26:27.737288
10259,grain of sand,300,25,2020-07-03 15:43:17.063027
9537,pocket wish,49949,8,2020-07-03 16:28:06.076603
10259,grain of sand,100,3,2020-07-03 16:31:04.871526
8486,one-day ticket to That 70s Volcano,250000,1,2020-07-03 16:50:31.639397
443,beer lens,3000,1,2020-07-03 16:55:19.212184
443,beer lens,4000,1,2020-07-03 16:55:47.781672
7372,pie man was not meant to eat,700,1,2020-07-03 17:06:17.104894
4001,agua de vida,100,1,2020-07-03 17:09:06.556386
9924,Special Seasoning,2500,10,2020-07-03 17:21:52.752961
8486,one-day ticket to That 70s Volcano,275000,24,2020-07-03 17:26:58.839393
9537,pocket wish,47500,3,2020-07-03 17:27:32.106336
9537,pocket wish,49500,111,2020-07-03 18:53:10.578148
3575,sand dollar,200,4,2020-07-03 19:28:42.162428
9537,pocket wish,49900,3,2020-07-03 19:28:59.208768
10259,grain of sand,333,7,2020-07-03 19:30:48.154243
4464,chocolate pasta spoon,5000,13,2020-07-03 19:34:56.054087
7065,grim fairy tale,8200,1,2020-07-03 19:38:57.779022
4463,chocolate turtle totem,4100,1,2020-07-03 19:39:16.842284
3575,sand dollar,200,1,2020-07-03 19:39:19.804378
346,scrumptious reagent,800,5,2020-07-03 20:32:17.188029
7004,Flaskfull of Hollow,500,3,2020-07-03 20:32:17.705996
4463,chocolate turtle totem,4100,1,2020-07-03 20:32:21.383926
3440,prismatic wad,9500,3,2020-07-03 20:32:21.917937
3575,sand dollar,200,6,2020-07-03 20:32:24.186107
10259,grain of sand,300,11,2020-07-03 20:32:31.618536
304,dry noodles,200,15,2020-07-03 20:32:39.467886
9537,pocket wish,49900,3,2020-07-03 20:32:42.067954
8763,BACON,169,3,2020-07-03 21:19:51.210914
9537,pocket wish,49900,3,2020-07-03 21:53:47.226641
10259,grain of sand,300,24,2020-07-03 22:02:18.575650
9537,pocket wish,49900,3,2020-07-03 22:38:55.184595
9537,pocket wish,49900,3,2020-07-03 22:48:08.845798
9537,pocket wish,48000,1,2020-07-03 23:07:57.804485
10259,grain of sand,100,5,2020-07-03 23:36:11.135947
4622,Game Grid ticket,700,1,2020-07-03 23:36:24.935555
2597,leathery bat skin,1200,1,2020-07-03 23:36:47.721807
9513,Meteorite-Ade,100,3,2020-07-03 23:36:54.667647
9537,pocket wish,48000,1,2020-07-03 23:37:18.424168
7372,pie man was not meant to eat,1299,1,2020-07-03 23:37:36.631384
595,scroll of drastic healing,750,1,2020-07-03 23:37:45.881242
8763,BACON,100,1,2020-07-03 23:38:10.892307
3575,sand dollar,200,1,2020-07-03 23:38:40.425947
595,scroll of drastic healing,750,1,2020-07-03 23:43:29.778412
346,scrumptious reagent,600,1,2020-07-03 23:43:43.551792
8763,BACON,110,1,2020-07-03 23:43:55.053946
8763,BACON,169,3,2020-07-03 23:46:52.794440
8763,BACON,200,3,2020-07-03 23:49:43.440641
9537,pocket wish,49000,18,2020-07-03 23:51:43.997178
8763,BACON,200,3,2020-07-03 23:52:36.584920
8763,BACON,222,3,2020-07-03 23:55:29.919674
4464,chocolate pasta spoon,4500,1,2020-07-04 08:18:09.593259
9537,pocket wish,48000,1,2020-07-04 08:18:23.286927
7372,pie man was not meant to eat,1500,1,2020-07-04 08:18:41.465352
9537,pocket wish,49000,3,2020-07-04 08:21:13.656040
9537,pocket wish,49500,3,2020-07-04 08:22:40.480402
9537,pocket wish,49799,3,2020-07-04 08:23:44.596611
9537,pocket wish,49800,63,2020-07-04 08:24:13.598082
9537,pocket wish,49900,3,2020-07-04 08:24:42.385686
9537,pocket wish,49900,3,2020-07-04 08:25:11.484328
9537,pocket wish,49900,3,2020-07-04 08:25:40.432571
9537,pocket wish,49900,3,2020-07-04 08:26:10.962048
9537,pocket wish,49900,3,2020-07-04 08:26:39.912962
9187,cashew,2500,5,2020-07-04 08:29:22.053487
9537,pocket wish,49900,3,2020-07-04 08:29:22.598858
346,scrumptious reagent,875,1,2020-07-04 08:29:29.156570
7005,lump of Brituminous coal,2198,9,2020-07-04 08:29:30.018241
9537,pocket wish,49900,3,2020-07-04 08:30:24.050050
7005,lump of Brituminous coal,2198,3,2020-07-04 08:30:31.296134
9537,pocket wish,49900,3,2020-07-04 08:30:53.256792
7005,lump of Brituminous coal,2200,45,2020-07-04 08:31:00.523431
9537,pocket wish,49900,3,2020-07-04 08:31:22.746143
9537,pocket wish,49900,3,2020-07-04 08:31:51.545501
9537,pocket wish,49900,3,2020-07-04 08:32:20.329496
9537,pocket wish,49900,3,2020-07-04 08:32:48.919931
9537,pocket wish,49900,3,2020-07-04 08:33:17.611808
10259,grain of sand,100,33,2020-07-04 11:15:06.893063
2597,leathery bat skin,1199,1,2020-07-04 11:15:12.760847
8486,one-day ticket to That 70s Volcano,294000,1,2020-07-04 11:15:13.352796
7005,lump of Brituminous coal,2190,3,2020-07-04 11:15:25.052288
8486,one-day ticket to That 70s Volcano,294420,2,2020-07-04 11:16:15.537742
7005,lump of Brituminous coal,2190,6,2020-07-04 11:16:27.191377
4470,BRICKO eye brick,1500,3,2020-07-04 11:16:33.877616
7005,lump of Brituminous coal,2198,5,2020-07-04 11:16:58.941604
8763,BACON,230,852,2020-07-04 11:17:00.189412
7005,lump of Brituminous coal,2180,8,2020-07-04 11:23:12.964695
8486,one-day ticket to That 70s Volcano,293500,2,2020-07-04 11:25:52.904799
9924,Special Seasoning,2500,5,2020-07-04 11:25:58.489722
9537,pocket wish,49750,3,2020-07-04 11:26:27.408308
9537,pocket wish,49900,8,2020-07-04 11:27:53.256364
8763,BACON,100,1,2020-07-04 11:28:01.745155
9537,pocket wish,49900,3,2020-07-04 11:31:19.656649
9537,pocket wish,49500,50,2020-07-04 11:50:05.082996
9537,pocket wish,49000,3,2020-07-04 11:54:27.929552
10259,grain of sand,100,15,2020-07-04 11:54:46.212778
9537,pocket wish,49750,6,2020-07-04 12:03:57.779986
9537,pocket wish,49750,3,2020-07-04 12:21:16.381350
9513,Meteorite-Ade,100,1,2020-07-04 12:43:16.062735
9537,pocket wish,49900,3,2020-07-04 13:17:27.231330
9537,pocket wish,49901,3,2020-07-04 13:24:19.155857
8686,perfect ice cube,3100,1,2020-07-04 13:45:29.445626
7065,grim fairy tale,8200,1,2020-07-04 13:45:37.202134
4463,chocolate turtle totem,4100,3,2020-07-04 13:45:54.143331
10259,grain of sand,100,14,2020-07-04 13:59:04.069947
9513,Meteorite-Ade,100,1,2020-07-04 13:59:10.737057
10259,grain of sand,100,25,2020-07-04 14:04:14.767171
9187,cashew,2450,19,2020-07-04 14:04:24.745538
9537,pocket wish,49900,69,2020-07-04 14:21:17.802013
9537,pocket wish,49900,9,2020-07-04 14:21:47.945295
8763,BACON,200,100,2020-07-04 14:41:29.508873
10259,grain of sand,100,38,2020-07-04 14:41:39.252174
9537,pocket wish,49000,3,2020-07-04 14:41:49.356407
9537,pocket wish,49000,3,2020-07-04 15:14:24.555949
10259,grain of sand,100,21,2020-07-04 17:35:05.463244
9537,pocket wish,49899,12,2020-07-04 17:35:15.230370
7005,lump of Brituminous coal,2198,6,2020-07-04 17:35:21.863821
9537,pocket wish,49900,3,2020-07-04 17:36:12.383473
595,scroll of drastic healing,890,7,2020-07-04 18:09:39.259628
8994,Sacramento wine,3600,51,2020-07-04 22:45:45.011005
9036,hacked gibson,3400,5,2020-07-04 22:45:53.860390
7004,Flaskfull of Hollow,500,3,2020-07-04 22:45:59.023335
8486,one-day ticket to That 70s Volcano,293000,4,2020-07-04 23:07:53.356149
7005,lump of Brituminous coal,2300,48,2020-07-04 23:19:22.125302
7004,Flaskfull of Hollow,500,48,2020-07-04 23:19:50.427329
8763,BACON,200,200,2020-07-04 23:26:00.355808
10259,grain of sand,100,5,2020-07-04 23:41:21.640841
4622,Game Grid ticket,700,1,2020-07-04 23:41:24.016079
2597,leathery bat skin,1200,1,2020-07-04 23:41:27.881787
9513,Meteorite-Ade,100,3,2020-07-04 23:41:29.134476
9187,cashew,2500,5,2020-07-04 23:41:32.618532
9537,pocket wish,49900,3,2020-07-04 23:41:33.161774
595,scroll of drastic healing,750,1,2020-07-04 23:41:37.733811
8763,BACON,100,1,2020-07-04 23:41:41.908506
595,scroll of drastic healing,750,1,2020-07-04 23:42:41.099267
8763,BACON,200,3,2020-07-04 23:42:45.271046
8763,BACON,200,3,2020-07-04 23:43:15.106527
8763,BACON,222,3,2020-07-04 23:43:44.437230
7004,Flaskfull of Hollow,500,3,2020-07-04 23:48:07.597131
7006,handful of Smithereens,3800,3,2020-07-04 23:48:08.508281
8686,perfect ice cube,3100,1,2020-07-04 23:48:14.483064
304,dry noodles,200,5,2020-07-04 23:48:28.704660
346,scrumptious reagent,500,1,2020-07-04 23:58:11.466740
8763,BACON,222,2000,2020-07-05 00:18:18.436540
9537,pocket wish,49900,3,2020-07-05 00:28:14.932472
8486,one-day ticket to That 70s Volcano,290000,1,2020-07-05 00:40:13.477651
4470,BRICKO eye brick,1500,3,2020-07-05 01:02:05.281572
9537,pocket wish,49900,3,2020-07-05 01:06:55.405571
1006,cherry,1800,24,2020-07-05 01:52:22.402986
2597,leathery bat skin,1199,2,2020-07-05 02:37:19.672777
9537,pocket wish,49900,3,2020-07-05 02:45:02.530220
8486,one-day ticket to That 70s Volcano,290000,21,2020-07-05 03:24:14.502990
9537,pocket wish,49000,3,2020-07-05 03:37:58.480180
8763,BACON,195,5,2020-07-05 03:54:09.524015
9537,pocket wish,49900,3,2020-07-05 04:03:50.967278
346,scrumptious reagent,800,1,2020-07-05 04:04:26.456517
8486,one-day ticket to That 70s Volcano,289000,1,2020-07-05 04:14:45.154156
7773,transdermal smoke patch,4200,40,2020-07-05 04:18:41.520470
8486,one-day ticket to That 70s Volcano,245000,1,2020-07-05 04:19:00.402207
4001,agua de vida,10500,20,2020-07-05 04:33:47.254042
9537,pocket wish,45000,3,2020-07-05 04:41:21.319382
4463,chocolate turtle totem,4124,3,2020-07-05 04:42:29.214501
9537,pocket wish,49500,12,2020-07-05 04:49:45.762943
593,phonics down,230,6,2020-07-05 06:42:33.142274
9537,pocket wish,49900,3,2020-07-05 07:01:19.257277
9537,pocket wish,49900,3,2020-07-05 07:01:45.693203
9537,pocket wish,49900,3,2020-07-05 07:02:11.923486
9537,pocket wish,49900,3,2020-07-05 07:02:38.381984
593,phonics down,230,5,2020-07-05 07:34:53.484975
9537,pocket wish,49900,3,2020-07-05 07:53:02.275212
9537,pocket wish,49900,3,2020-07-05 07:53:30.432085
9537,pocket wish,49900,3,2020-07-05 07:53:58.370626
9537,pocket wish,49900,3,2020-07-05 07:54:26.711837
9537,pocket wish,49900,3,2020-07-05 08:07:11.955517
9537,pocket wish,46000,1,2020-07-05 09:48:07.247779
